"title","year","class","imdbID","plot"
"The Man Who Knew Too Much","1956","Drama","tt0049470","While attending a medical conference in Paris, American physician Dr. Ben McKenna, his wife, retired musical theater actress and singer Jo McKenna née Conway, and their adolescent son Hank McKenna decide to take a side trip to among other places Marrekesh, French Morocco. With a knife plunged into his back, Frenchman Louis Bernard, who the family met earlier in their bus ride into Marrakesh and who is now masquerading as an Arab, approaches Ben, cryptically whispering into Ben's ears that there will be an attempted assassination in London of a statesman, this news whispered just before Bernard dies. Ben is reluctant to provide any information of this news to the authorities because concurrently Hank is kidnapped by British couple, Edward and Lucy Drayton, who also befriended the McKennas in Marrakesh and who probably have taken Hank out of the country back to England. Whoever the unknown people the Draytons are working for have threatened to kill Hank if Ben divulges any information told to him by Bernard. With what little information they have on hand, Ben and Jo head to London to try and thwart the assassination attempt and more importantly find an alive and safe Hank. Scotland Yard is aware of some pieces to the puzzle, including the fact that Bernard was a French secret service agent and that there will be an assassination attempt on someone. They and the McKennas will have to work together as they hit a diplomatic roadblock, one that may be overcome with a special Jo Conway song."
"The Man Who Shot Liberty Valance","1962","Drama","tt0056217","When Senator Ransom Stoddard returns home to Shinbone for the funeral of Tom Doniphon, he recounts to a local newspaper editor the story behind it all. He had come to town many years before, a lawyer by profession. The stage was robbed on its way in by the local ruffian, Liberty Valance, and Stoddard has nothing to his name left save a few law books. He gets a job in the kitchen at the Ericson's restaurant and there meets his future wife, Hallie. The territory is vying for Statehood and Stoddard is selected as a representative over Valance, who continues terrorizing the town. When he destroys the local newspaper office and attacks the editor, Stoddard calls him out, though the conclusion is not quite as straightforward as legend would have it."
"The Manchurian Candidate","1962","Drama","tt0056218","Major Ben Marco (Frank Sinatra) is an intelligence officer in the U.S. Army. He served valiantly as a captain in the Korean war and his Sergeant, Raymond Shaw (Laurence Harvey), even won the Medal of Honor. Marco has a major problem however: he has a recurring nightmare, one where two members of his squad are killed by Shaw. He's put on indefinite sick leave and visits Shaw in New York. Shaw for his part has established himself well, despite the misgivings of his domineering mother, Mrs. Eleanor Shaw Iselin (Angela Lansbury). She is a red-baiter, accusing anyone who disagrees with her right-wing reactionary views of being a Communist. Raymond hates her, not only for how she's treated him but equally because of his step-father, the ineffectual U.S. Senator John Iselin (James Gregory), who is intent on seeking higher office. When Marco learns that others in his Korean War unit have nightmares similar to his own, he realizes that something happened to all of them in Korea and that Raymond Shaw is the focal point."
"The Miracle of Morgan's Creek","1944","Comedy","tt0037077","Trudy Kockenlocker, a small-town girl with a soft spot for American soldiers, wakes up the morning after a wild farewell party for the troops to find that she married someone she can't remember--and she's pregnant. Norval Jones, the 4-F local boy who's been in love with Trudy for years, tries to help her find a way out of her predicament. Trudy complicates matters further by falling for Norval, and events snowball from there."
"The Muppet Movie","1979","Comedy","tt0079588","While living the quiet life in a swamp, Kermit the Frog is approached by a Hollywood agent to audition for the chance of a lifetime. So Kermit takes this chance for his big break as he makes the journey to Hollywood. Along the way, Kermit comes across several quirky new friends including comedic Fozzie Bear, beautiful but feisty Miss Piggy and the Great Gonzo. But Kermit must also watch out for ruthless Doc Hopper, who plans to use him as his spokesman for his Frog Legs food chain."
"The Music Box","1932","Comedy","tt0023251","Like the legendary Sisyphus, deliverymen Laurel and Hardy struggle to push a large crated piano up a seemingly insurmountable flight of stairs."
"The Music Man","1962","Comedy","tt0056262","It's the early twentieth century American Midwest. A con man, currently going by the assumed name Harold Hill, has used several different schemes to bilk the unsuspecting, he now traveling from town to town pretending to be a professor of music - Gary (Indiana) Conservatory of Music, class of '05 - being able to solve all the respective towns' youth problems by forming a boys' marching band. He takes money from the townsfolk to buy instruments, music, instructional materials and uniforms for their sons. However, he, in reality, has no degree, knows nothing about music, and after all the materials arrive and are distributed, hightails it out to move to the next town with all the money never to be seen again. Many of the traveling salesmen in the territory have been negatively impacted by him, as the townsfolk then become suspicious of any stranger trying to sell them something. For Harold's scheme to work, he has to gain the trust of the local music teacher, he usually doing so by wooing her, regardless of her appearance. And if the town doesn't believe it has a youth problem needing to be fixed, he will manufacture one for them. That is the case when he arrives in River City, Iowa, population 2,212, where he will have some unexpected help from Marcellus Washburn, a friend and former grifter colleague who he didn't know now lives in River City, has gone straight, but still wants to make sure Harold survives his stay in town. The music teacher he has to impress in River City is spinster Marian Paroo, who is also the town librarian. Unlike all the other River Citizens who he is able to impress with his fast talking sales pitches, he is unable to impress suspicious Marian, whose hard as nails exterior is partly due to her somewhat removed standing in the town, as all the gossipy housewives believe she is a smut peddler - encouraging the teenagers to read authors such as Chaucer and Balzac - and mistakenly believe she got her position as librarian through less than scrupulous means. What Harold does not know is that one way to Marian is through her young adolescent brother, Winthrop Paroo, a sullen boy who has withdrawn from life since the death of their father two years ago and when he started to lisp. Complications for Harold ensue when he starts to fall for Marian, something that has never happened with another music teacher before. Further complications may ensue for him if any of those traveling salesmen who have been following his same route through the territory catches up with and exposes him."
"The Musketeers of Pig Alley","1912","Drama","tt0002381","A young wife and her musician husband live in poverty in a New York City tenement. The husband's job requires him to go away for for a number of days. On his return, he is robbed by the neighborhood gangster. Sometime later, an unrelated mob shoot-out ensues. The husband happens upon the melee, recognizing the crook who robbed him. Can the husband retrieve his money?"
"The Naked City","1948","Drama","tt0040636","Amid a semi-documentary portrait of New York and its people, Jean Dexter, an attractive blonde model, is murdered in her apartment. Homicide detectives Dan Muldoon and Jimmy Halloran investigate. Suspicion falls on various shifty characters who all prove to have some connection with a string of apartment burglaries. Then a burglar is found dead who once had an elusive partner named Willie. The climax is a very rapid manhunt sequence. Filmed entirely on location in New York City."
"The Night of the Hunter","1955","Drama","tt0048424","It's the Great Depression. In the process of robbing a bank of $10,000, Ben Harper kills two people. Before he is captured, he is able to convince his adolescent son John and his daughter Pearl not to tell anyone, including their mother Willa, where he hid the money, namely in Pearl's favorite toy, a doll that she carries everywhere with her. Ben, who is captured, tried and convicted, is sentenced to death. But before he is executed, Ben is in the state penitentiary with a cell mate, a man by the name of Harry Powell, a self-professed man of the cloth, who is really a con man and murderer, swindling lonely women, primarily rich widows, of their money before he kills them. Harry does whatever he can, unsuccessfully, to find out the location of the $10,000 from Ben. After Ben's execution, Harry decides that Willa will be his next mark, figuring that someone in the family knows where the money is hidden. Despite vowing not to remarry, Willa ends up being easy prey for Harry's outward evangelicalism; she is a pious woman who feels she needs to atone for her sins which led to Ben doing what he did, especially as Harry presents himself as the preacher who worked at the prison and provided salvation to Ben before his death. Harry quickly figures out that John and Pearl know where the money is. Conversely, John doesn't trust Harry, John who first tries not to show to Harry that he indeed does know where the money is, and then second constantly reminds a more-trusting Pearl of their promise to their now-deceased father. With Willa devoted to her new husband, John and Pearl need some other adult assistance in evading Harry's veiled threats, an adult who not only can see the honesty and goodness in children but who can also see a true wolf in sheep's clothing like Harry."
"The Nutty Professor","1963","Comedy","tt0057372","Nerd. Milquetoast. Klutz. These are just three of the many undesirable words that can be used to describe Professor Julius Kelp. But all that changes when the chemistry expert invents a potion that transforms him into a suave, sexy chick magnet, whom Julius aptly names Buddy Love. Unfortunately, there's one side effect: Buddy can't control when he'll change back into Julius, an event that always happens at inopportune times. How will Julius/Buddy resolve his Jekyll-and-Hyde dilemma?"
"The Old Mill","1937","Comedy","tt0029339","We see the various birds, mice, and bats that have moved into an old windmill, followed by the frogs, crickets, and fireflies making their music in an adjacent pond. Then a storm comes, shaking loose parts in the mill and threatening everything we've seen."
"The Ox-Bow Incident","1943","Drama","tt0036244","Two drifters are passing through a Western town, when news comes in that a local farmer has been murdered and his cattle stolen. The townspeople, joined by the drifters, form a posse to catch the perpetrators. They find three men in possession of the cattle, and are determined to see justice done on the spot."
"The Paleface","1948","Comedy","tt0040679","Someone is selling guns to the Indians and in order to find the culprit Calamity Jane and a secret agent go undercover posing as man and wife. When the agent is killed Jane recruits a new husband -- none other than innocent dupe ""Painless"" Peter Potter, a totally inept dentist and confirmed coward who's main goal is to leave the barbaric west far behind. When their wagon train is attacked by the Indians it's Jane's sharpshooting that saves the day, but she gives the credit to Potter making him an instant hero to the townspeople and instant target to both the Indians and the gunrunners."
"The Philadelphia Story","1940","Comedy","tt0032904","Philadelphia socialites Tracy Lord and C.K. Dexter Haven married impulsively, with their marriage and subsequent divorce being equally passionate. They broke up when Dexter's drinking became excessive, it a mechanism to cope with Tracy's unforgiving manner to the imperfect, imperfections which Dexter admits he readily has. Two years after their break-up, Tracy is about to remarry, the ceremony to take place at the Lord mansion. Tracy's bridegroom is nouveau riche businessman and aspiring politician George Kittredge, who is otherwise a rather ordinary man and who idolizes Tracy. The day before the wedding, three unexpected guests show up at the Lord mansion: Macaulay Connor (Mike to his friends), Elizabeth Imbrie - the two who are friends of Tracy's absent brother, Junius- and Dexter himself. Dexter, an employee of the tabloid Spy magazine, made a deal with its publisher and editor Sidney Kidd to get a story on Tracy's wedding - the wedding of the year - in return for Kidd not publishing a salacious story with accompanying photographs of Tracy's father, Seth Lord, with a New York showgirl named Tina Marra. In reality, Mike and Liz are the reporter and photographer respectively for Spy. Mike and Liz don't particularly like this assignment or working for Kidd, but they need to make a living as their chosen other fields as serious writer and painter don't pay the bills. A suspicious Tracy is onto them, the entire truth which Dexter admits to her. Tracy decides to turn the tables on Mike and Liz. However, hours before the wedding, as the more self-assured Dexter and Liz get to work on how to get the Lords out from under Spy's threats, Tracy and Mike, both inebriated, go on a journey of self-discovery with Tracy ultimately coming to her realizations a little faster than Mike."
"The Picture of Dorian Gray","1945","Drama","tt0037988","In 1886, in the Victorian London, the corrupt Lord Henry Wotton meets the pure Dorian Gray posing for talented painter Basil Hallward. Basil paints Dorian's portrait and gives the beautiful painting and an Egyptian sculpture of a cat to him while Henry corrupts his mind and soul telling that Dorian should seek pleasure in life. Dorian wishes that his portrait could age instead of him. Dorian goes to a side show in the Two Turtles in the poor neighborhood of London and he falls in love with the singer Sibyl Vane. Dorian decides to get married with her and tells to Lord Henry that convinces him to test the honor of Sibyl. Dorian Gray leaves Sibyl and travels abroad and when he returns to London, Lord Henry tells him that Sibyl committed suicide for love. Along the years, Dorian's friends age while he is still the same, but his picture discloses his evilness and corruptive life. Can he still have salvation or is his soul trapped in the doomed painting?"
"The Pink Panther","1963","Comedy","tt0057413","The trademark of The Phantom, a renowned jewel thief, is a glove left at the scene of the crime. Inspector Clouseau, an expert on The Phantom's exploits, feels sure that he knows where The Phantom will strike next and leaves Paris for Switzerland, where the famous Lugashi jewel 'The Pink Panther' is going to be. However, he does not know who The Phantom really is, or for that matter who anyone else really is..."
"The Plow That Broke the Plains","1936","Drama","tt0122662","This documentary is about what happened to the Great Plains of the United States when a combination of farming practices and environmental factors led to the Dust Bowl of the 1930s."
"The Poseidon Adventure","1972","Drama","tt0069113","A passenger ship, on her way to the scrap yard is pushed to her limits by the new owners to save on the dismantling fees. A tidal wave hits her, flipping her over so that all the internal rooms are upside down. A priest takes a mixed band of survivors on a journey through the bowels of the ship in an attempt to survive."
"The Postman Always Rings Twice","1946","Drama","tt0038854","Nick Smith, the middle-aged proprietor of a roadside restaurant, hires drifter Frank Chambers as a handyman. Frank eventually begins an affair with Nick's beautiful wife Cora, who talks Frank into helping her kill Nick, by ""accident."" But the best laid plans......"
"The Power and the Glory","1933","Drama","tt0024465","A man's life is retold just after his funeral. Beginning as a track walker, Tom Garner rose through all sorts of railroad jobs to head the company. In the meantime he lost touch with his family. When he saw what was happening it was already too late."
"The Pride of the Yankees","1942","Drama","tt0035211","The story of the life and career of the famed baseball player, Lou Gehrig."
"The Prisoner of Zenda","1937","Drama","tt0029442","An Englishman on a Ruritarian holiday must impersonate the king when the rightful monarch, a distant cousin, is drugged and kidnapped."
"The Public Enemy","1931","Drama","tt0022286","Tom Powers and Matt Doyle are best friends and fellow gangsters, their lives frowned upon by Tom's straight laced brother, Mike, and Matt's straight laced sister, Molly. From their teen-aged years into young adulthood, Tom and Matt have an increasingly lucrative life, bootlegging during the Prohibition era. But Tom in particular becomes more and more brazen in what he is willing to do, and becomes more obstinate and violent against those who either disagree with him or cross him. When one of their colleagues dies in a freak accident, a rival bootlegging faction senses weakness among Tom and Matt's gang, which is led by Paddy Ryan. A gang war ensues, resulting in Paddy suggesting that Tom and Matt lay low. But because of Tom's basic nature, he decides instead to take matters into his own hands."
"The Right Stuff","1983","Drama","tt0086197","Tom Wolfe's book on the history of the U.S. Space program reads like a novel, and the film has that same fictional quality. It covers the breaking of the sound barrier by Chuck Yeager to the Mercury 7 astronauts, showing that no one had a clue how to run a space program or how to select people to be in it. Thrilling, funny, charming and electrifying all at once."
"The Rocky Horror Picture Show","1975","Comedy","tt0073629","It's the weird and wonderful as newly engaged couple Brad and Janet encounter a problem when their car halts in the rain. They both look for contact, only to find themselves at the castle of Dr. Frank-N-Furter, a transvestite. A place to stay is offered, but will Brad and Janet want to remain there? Especially when a large group of Transylvanians dance to the 'Time Warp', Dr. Frank-N-Furter builds his own man and a whole host of participation for the audience to enjoy."
"The Rose","1979","Drama","tt0079826","Bette Midler plays The Rose, a female rock star strikingly similar to Janis Joplin. The film follows Rose's career during her last tour, as she's determined to return to her Florida hometown. Although a success, she's exhausted and lonely but continued working by her gruff and greedy manager. Though loud and brassy, Rose is an insecure alcoholic and former drug user who seems to crave approval in her life. She begins a romance with a limousine driver, who's actually an AWOL sergeant from the United States Army. Her rock and roll lifestyle of Drugs, Sex, and Rock and Roll and constant touring lead her to an inevitable breakdown."
"The Sandpiper","1965","Drama","tt0059674","Twenty-something Laura Reynolds is a free spirit who questions social conventions, laws and regulations. A struggling artist, she lives in a secluded beach-side cabin in Big Sur with her nine year old illegitimate son, Danny, on who she has instilled her values. Because of this questioning of convention, Laura has decided to home school Danny. Also because of this questioning of the law, Danny runs into some legal problems, and as such is court ordered to be sent to San Simeon, a Christian school in Monterey. This order is against Laura's wishes. The school's headmaster is Dr. Rev. Edward Hewitt, who tries to convince Laura that San Simeon is not the prison she probably believes it to be. Married for twenty-one years to his faithful wife Claire, Edward has become more a fund-raiser at all cost (for a new chapel) rather than an educator or priest. Despite their differences, Laura and Edward begin to fall for each other. Both but especially Edward have to reconcile their feelings for each other to their beliefs, which they learn are closer to each other than what may appear on the surface. Their feelings also bring to the forefront what each really wants in life beyond their current lot."
"The Searchers","1956","Drama","tt0049730","Ethan Edwards, returned from the Civil War to the Texas ranch of his brother, hopes to find a home with his family and to be near the woman he obviously but secretly loves. But a Comanche raid destroys these plans, and Ethan sets out, along with his 1/8 Indian nephew Martin, on a years-long journey to find the niece kidnapped by the Indians under Chief Scar. But as the quest goes on, Martin begins to realize that his uncle's hatred for the Indians is beginning to spill over onto his now-assimilated niece. Martin becomes uncertain whether Ethan plans to rescue Debbie...or kill her."
"The Sex Life of the Polyp","1928","Comedy","tt0019367","Dr. Benchley is addressing the Ladies Club on the subject of the reproductive habits of the polyp, a small aquatic organism. Although he is not able to display his live specimens, he has prepared a series of pictures of his subjects. He explains that the subject is made more complicated by the fact that polyps are able to change their sex from time to time. Then he presents some of the pictures of his specimens and the experiments that he has done with them."
"The Shawshank Redemption","1994","Drama","tt0111161","Chronicles the experiences of a formerly successful banker as a prisoner in the gloomy jailhouse of Shawshank after being found guilty of a crime he did not commit. The film portrays the man's unique way of dealing with his new, torturous life; along the way he befriends a number of fellow prisoners, most notably a wise long-term inmate named Red."
"The Sheik","1921","Drama","tt0012675","A charming Arabian sheik becomes infatuated with an adventurous, modern-thinking Englishwoman and abducts her to his home in the Saharan desert."
"The Shining","1980","Drama","tt0081505","Signing a contract, Jack Torrance, a normal writer and former teacher agrees to take care of a hotel which has a long, violent past that puts everyone in the hotel in a nervous situation. While Jack slowly gets more violent and angry of his life, his son, Danny, tries to use a special talent, the ""Shining"", to inform the people outside about whatever that is going on in the hotel."
"The Silence of the Lambs","1991","Drama","tt0102926","FBI trainee Clarice Starling works hard to advance her career, including trying to hide or put behind her West Virginia roots, of which if some knew would automatically classify her as being backward or white trash. After graduation, she aspires to work in the agency's Behavioral Science Unit under the leadership of Jack Crawford. While she is still a trainee, Crawford does ask her to question Dr. Hannibal Lecter, a psychiatrist imprisoned thus far for eight years in maximum security isolation for being a serial killer, he who cannibalized his victims. Clarice is able to figure out the assignment is to pick Lecter's brains to help them solve another serial murder case, that of someone coined by the media as Buffalo Bill who has so far killed five victims, all located in the eastern US, all young women who are slightly overweight especially around the hips, all who were drowned in natural bodies of water, and all who were stripped of large swaths of skin. She also figures that Crawford chose her as a woman to be able to trigger some emotional response from Lecter. After speaking to Lecter for the first time, she realizes that everything with him will be a psychological game with her having often to read between the very cryptic lines he provides. She has to decide how much she will play along as his request in return for talking to him is to expose herself emotionally to him. The case takes more dire turns when a sixth victim is discovered, this one from who they are able to retrieve a key piece of evidence if Lecter is being forthright as to its meaning. A potential seventh victim is high profile Catherine Martin, the daughter of Senator Ruth Martin, which places greater scrutiny on the case as they search for a hopefully still alive Catherine. Who may factor into what happens is Dr. Frederick Chilton, the warden at the prison, he an opportunist who sees the higher profile with Catherine, meaning a higher profile for himself if he can insert himself successfully into the proceedings."
"The Sixth Sense","1999","Drama","tt0167404","Malcom Crowe (Bruce Willis)is a child psychologist who receives an award on the same night that he is visited by a very unhappy ex-patient. After this encounter, Crowe takes on the task of curing a young boy with the same ills as the ex-patient (Donnie Wahlberg) . This boy ""sees dead people"". Crowe spends a lot of time with the boy much to the dismay of his wife (Olivia Williams). Cole's mom (Toni Collette) is at her wit's end with what to do about her son's increasing problems. Crowe is the boy's only hope."
"The Son of the Sheik","1926","Drama","tt0017416","Men and women, fathers and children. Ahmed, son of Diana and Sheik Ahmed Ben Hassan, falls in love with Yasmin, a dancing girl who fronts her father's gang of mountebanks. Among the cutthroats is Ghobah, a villainous Moor to whom Yasmin is promised. In ruins near Touggourt, the city where Yasmin dances, she and Ahmed meet secretly until one night when her father and the gang capture the son of the sheik, torture him, and hold him for ransom. Will Ahmed believe that Yasmin set him up for capture? Even if true love finds a way through webs of deceit, what will the vigorous and imposing sheik say about his son consorting with a dancing girl?"
"The Sound of Music","1965","Drama","tt0059742","In 1930's Austria, a young woman named Maria is failing miserably in her attempts to become a nun. When the Navy captain Georg Von Trapp writes to the convent asking for a governess that can handle his seven mischievous children, Maria is given the job. The Captain's wife is dead, and he is often away, and runs the household as strictly as he does the ships he sails on. The children are unhappy and resentful of the governesses that their father keeps hiring, and have managed to run each of them off one by one. When Maria arrives, she is initially met with the same hostility, but her kindness, understanding, and sense of fun soon draws them to her and brings some much-needed joy into all their lives -- including the Captain's. Eventually he and Maria find themselves falling in love, even though Georg is already engaged to a Baroness and Maria is still a postulant. The romance makes them both start questioning the decisions they have made. Their personal conflicts soon become overshadowed, however, by world events. Austria is about to come under the control of Germany, and the Captain may soon find himself drafted into the German navy and forced to fight against his own country."
"The Spook Who Sat by the Door","1973","Drama","tt0070726","In order to improve his standing with Black voters, a White Senator starts a campaign for the CIA to recruit Black agents. However, all are graded on a curve and doomed to fail, save for a soft-spoken veteran named Dan Freeman. After grueling training in guerrilla warfare, clandestine operations and unarmed combat, he is assigned a meager job as the CIA's token Black employee. After five years of racist and stereotyped treatment by his superiors, he quietly resigns to return to his native Chicago to work for a social services agency...by day. By night, he trains a street gang to be the vanguard in an upcoming race war, using all that the CIA has taught him..."
"The Strong Man","1926","Comedy","tt0017437","A meek Belgian soldier (Harry Langdon) fighting in World War I receives penpal letters and a photo from ""Mary Brown"", an American girl he has never met. He becomes infatuated with her by long distance. After the war, the young Belgian journeys to America as assistant to a theatrical ""strong man"", Zandow the Great (Arthur Thalasso). While in America, he searches for Mary Brown... and he finds her, just as word comes that Zandow is incapacitated and the little nebbish must go on stage in his place."
"The Ten Commandments","1956","Drama","tt0049833","To escape the edict of Egypt's Pharaoh, Rameses I, condemning all newborn Hebrew males, the infant Moses is set adrift on the Nile in a reed basket. Saved by the pharaoh's daughter Bithiah, he is adopted by her and brought up in the court of her brother, Pharaoh Seti. Moses gains Seti's favor and the love of the throne princess Nefertiri, as well as the hatred of Seti's son, Rameses. When his Hebrew heritage is revealed, Moses is cast out of Egypt, and makes his way across the desert where he marries, has a son and is commanded by God to return to Egypt to free the Hebrews from slavery. In Egypt, Moses' fiercest enemy proves to be not Rameses, but someone near to him who can 'harden his heart'."
"The Thin Blue Line","1988","Drama","tt0096257","Errol Morris's unique documentary dramatically re-enacts the crime scene and investigation of a police officer's murder in Dallas, Texas. Briefly, a drifter (Randall Adams) ran out of gas and was picked up by a 16-year-old runaway (David Harris). Later that night, they drank some beer, smoked some marijuana, and went to the movies. Then, their stories diverged. Adams claimed that he left for his motel, where he was staying with his brother, and went to sleep. Harris, however, said that they were stopped by police late that night, and Adams suddenly shot the officer approaching their car. The film shows the audience the evidence gathered by the police, who were under extreme pressure to clear the case. It strongly makes a point that the circumstantial evidence was very flimsy. In fact, it becomes apparent that Harris was a much more likely suspect and was in the middle of a crime spree, eventually ending up on Death Row himself for the later commission of other crimes. Morris implies that the DA's and the judge's desire for the death penalty in this case (for which Harris would have been ineligible because of his youth) made Adams a scapegoat on whom to pin this heinous crime."
"The Thin Man","1934","Comedy","tt0025878","After a four year absence, one time detective Nick Charles returns to New York with his new wife Nora and their dog, Asta. Nick re-connects with many of his old cronies, several of whom are eccentric characters, to say the least. He's also approached by Dorothy Wynant whose inventor father Clyde Wynant is suspected of murdering her father's mistress (his former secretary ).. Her father had left on a planned trip some months before and she has had no contact with him. Nick isn't all that keen on resuming his former profession but egged-on by wife Nora, who thinks this all very exciting, he agrees to help out. He solves the case, announcing the identity of the killer at a dinner party for all of the suspects."
"The Thomas Crown Affair","1968","Drama","tt0063688","Four men pull off a daring daytime robbery at a bank, dump the money in a trash can and go their separate ways. Thomas Crown, a successful, wealthy businessman pulls up in his Rolls and collects it. Vickie Anderson, an independent insurance investigator is called in to recover the huge haul. She begins to examine the people who knew enough about the bank to have pulled the robbery and discovers Crown. She begins a tight watch on his every move and begins seeing him socially. How does the planner of the perfect crime react to pressure?"
"The Treasure of the Sierra Madre","1948","Drama","tt0040897","Fred C. Dobbs and Bob Curtin, both down on their luck in Tampico, Mexico in 1925, meet up with a grizzled prospector named Howard and decide to join with him in search of gold in the wilds of central Mexico. Through enormous difficulties, they eventually succeed in finding gold, but bandits, the elements, and most especially greed threaten to turn their success into disaster."
"The Unbearable Lightness of Being","1988","Drama","tt0096332","Tomas is a doctor and a lady-killer in 1960s Czechoslovakia, an apolitical man who is struck with love for the bookish country girl Tereza; his more sophisticated sometime lover Sabina eventually accepts their relationship and the two women form an electric friendship. The three are caught up in the events of the Prague Spring (1968), until the Soviet tanks crush the non-violent rebels; their illusions are shattered and their lives change forever."
"The Usual Suspects","1995","Drama","tt0114814","Following a truck hijack in New York, five conmen are arrested and brought together for questioning. As none of them are guilty, they plan a revenge operation against the police. The operation goes well, but then the influence of a legendary mastermind criminal called Keyser Söze is felt. It becomes clear that each one of them has wronged Söze at some point and must pay back now. The payback job leaves 27 men dead in a boat explosion, but the real question arises now: Who actually is Keyser Söze?"
"The Verdict","1982","Drama","tt0084855","Frank Galvin was once a promising Boston lawyer with a bright future ahead. An incident early in his career in which he was trying to do the right thing led to him being fired from the prestigious law firm with which he was working, almost being disbarred, and his wife leaving him. Continually drowning his sorrows in booze, he is now an ambulance chasing lawyer, preying on the weak and vulnerable, and bending the truth whenever necessary to make what few dollars he has, as he has only had a few cases in the last few years, losing the last four. His only friend in the profession is his now retired ex-partner, Mickey Morrissey, who gets Frank a case, his fee solely a percentage of what his clients are awarded. The case should net Frank tens of thousands of dollars by settling out of court, that money which would at least get him back on his feet. It is a negligence suit brought on behalf of Deborah Ann Kaye by her sister and brother-in-law, Sally and Kevin Doneghy, against St. Catherine Labouré Hospital, operated by the Archdiocese of Boston, and Drs. Towler and Marks. Kaye was admitted to the hospital for what should have been a routine delivery, but something that happened while Kaye was on the operating room table led to her brain being deprived of oxygen, resulting in permanent brain damage, and Kaye now being in a totally vegetative state requiring hospitalization for the rest of her life. Frank eventually learns that the cause seems to be that Dr. Towler, the anesthesiologist and an expert in the field, used the incorrect anesthetic for the situation. However, all but one person that was in the operating room that day has provided depositions that nothing improper occurred in the operating room. The one holdout is the operating room head nurse, Maureen Rooney, who is not talking, period, to Frank or the other side. Upon seeing the state Kaye is in, Frank unilaterally decides to do what he believes is the right thing by declining the lucrative out of court settlement offered by the Archdiocese and take the case to court. In doing so, he hopes the truth that the hospital and the doctors truly were negligent comes to light. Feeling that this case may be a turning point in his life, Frank has a new spring in his step, enough that he attracts the attention of Laura Fischer, the two who begin a relationship. Despite having whatever the truth is on his side, that truth which he does not know, and having an expert witness of his own, Frank has an uphill battle in that the Archdiocese has retained the services of Ed Concannon, a high priced lawyer who has a large team of associates whose task is to help Concannon and the Archdiocese win at any cost. Concannon's task seems even easier as Judge Hoyle, the presiding judge, is already biased against Frank for taking the case to court."
"The Way We Were","1973","Drama","tt0070903","The often unlikely joint lives of Katie Morosky and Hubbell Gardiner from the late 1930s to the late 1950s is presented, over which time, they are, in no particular order, strangers, acquaintances, friends, best friends, lovers and adversaries. The unlikely nature of their relationship is due to their fundamental differences, where she is Jewish and passionate about her political activism both in political freedoms and Marxism to an extreme where she takes life a little too seriously, while he is the golden boy WASP, being afforded the privileges in life because of his background but who on the most part is able to capitalize on those privileges. Their lives are shown in four general time periods, in chronological order when they attend the same college, their time in New York City during WWII, his life as a Hollywood screenwriter post-war, and his life as a writer for a New York based live television show. It is during college that Hubbell finds his voice in life as a writer, and that Katie sees beyond his good looks to find a person with substance who realizes his position in a life as something that does not give him an inherent right to those opportunities. External world events, such as the Spanish Civil War, WWII and the House Un-American Activities investigation, do affect their lives directly, but it is how they deal with these effects personally, largely in relation to personal relationships - such as with Hubbell's long term friends J.J. and Carol Ann, the latter his college girlfriend - that may dictate if Katie and Hubbell are able to make it in the long term as a couple."
"The Wedding March","1928","Drama","tt0019558","Prince Nikki, Lieutenant of the Guard in pre WWI Vienna, is flat broke, but the only advice he gets from his parents is either to shoot himself or to marry money. During the Chorpus Christi parade his horse accidentaly hurts poor Mitzi, the daughter of inn-keepers in a Viennese suburb, who is, according to the wishes of her parents, going to marry the butcher Schani. When Nikki visits her at the hospital, they fall in love, much to the dislike of her parents and Schani. Nikki's parents, meanwhile have arranged a prospective marriage with Cecilia, the limping daughter of a very rich non-aristocratic industrial. Due to the fact, that Nikki's father is a general in the Austrian-Hungarian Army, resitance is useless. When Mitzi, after hearing of it, is still refusing Schani's proposal, he vowes to shoot Nikki when he leaves the church."
"The Wind","1928","Drama","tt0019585","A frail young woman from the east moves in with her cousin in the west, where she causes tension within the family and is slowly driven mad."
"Thelma & Louise","1991","Drama","tt0103074","Louise is working in a diner as a waitress and has some problems with her boyfriend Jimmy, who, as a musician, is always on the road. Thelma is married to Darryl who likes his wife to stay quiet in the kitchen so that he can watch football on TV. One day they decide to break out of their normal life and jump in the car and hit the road. Their journey, however, turns into a flight when Louise kills a man who threatens to rape Thelma. They decide to go to Mexico, but soon they are hunted by American police."
"There It Is","1928","Comedy","tt0019466","When a mysterious figure appears to cause a series of disruptions at the Frisbie Home in New York, word goes out to Scotland Yard that the Fuzz-Faced Phantom is at work. Soon, Charley ..."
"This Is Spinal Tap","1984","Comedy","tt0088258","In 1982 legendary British heavy metal band Spinal Tap attempt an American comeback tour accompanied by a fan who is also a film-maker. The resulting documentary, interspersed with powerful performances of Tap's pivotal music and profound lyrics, candidly follows a rock group heading towards crisis, culminating in the infamous affair of the eighteen-inch-high Stonehenge stage prop."
